artist,language,position,title,week,year
Liam Payne,English,30,STRIP THAT DOWN,33,2017
Sophie Elise,English,31,ALL YOUR FRIENDS,33,2017
Vidar Villa,Norwegian,32,ONE NIGHT STAND,33,2017
Enrique Iglesias,Portuguese,33,SÃBEME LA RADIO,33,2017
Kygo,English,34,FIRST TIME,33,2017
Selena Gomez,English,35,IT AIN'T ME,33,2017
Cheat Codes,English,36,PRETTY GIRL (CHEAT CODES X CADE REMIX),33,2017
Moon Taxi,English,37,TWO HIGH,33,2017
Selena Gomez,English,38,FETISH,33,2017
Cheat Codes,English,39,YOUR SONG,33,2017
Galantis,English,40,HUNTER,33,2017
Justin Bieber,English,1,FRIENDS,34,2017
Justin Bieber,Spanish,2,DESPACITO (REMIX),34,2017
Avicii,English,3,WITHOUT YOU,34,2017
Astrid S,English,4,SUCH A BOY,34,2017
Dua Lipa,English,5,NEW RULES,34,2017
Pharrell Williams,English,6,FEELS,34,2017
ItaloBrothers,English,7,SUMMER AIR,34,2017
Seeb,English,8,RICH LOVE,34,2017
Axwell /\ Ingrosso,English,9,MORE THAN YOU KNOW,34,2017
Linda Vidala,Norwegian,10,BÆNGSHOT,34,2017
J Balvin,Spanish,11,MI GENTE,34,2017
Bebe Rexha,English,12,BACK TO YOU,34,2017
Justin Bieber,English,13,2U,34,2017
French Montana,English,14,UNFORGETTABLE,34,2017
Skylar Grey,English,15,GLORIOUS,34,2017
DJ Khaled,English,16,WILD THOUGHTS,34,2017
Demi Lovato,English,17,SORRY NOT SORRY,34,2017
Jonas Blue,English,18,MAMA,34,2017
Alan Walker,English,19,TIRED,34,2017
James Blunt,English,20,OK,34,2017
Avicii,English,21,LONELY TOGETHER,34,2017
Charlie Puth,English,22,ATTENTION,34,2017
Imagine Dragons,English,23,THUNDER,34,2017
P!nk,English,24,WHAT ABOUT US,34,2017
Ed Sheeran,English,25,SHAPE OF YOU,34,2017
Hkeem,Norwegian,26,FY FAEN,34,2017
Unge Ferrari,Norwegian,27,URETTFERDIG,34,2017
Matoma,English,28,PARTY ON THE WEST COAST,34,2017
Cezinando,Norwegian,29,HÅPER DU HAR PLASS,34,2017
Liam Payne,English,30,STRIP THAT DOWN,34,2017
Khalid,English,31,SILENCE,34,2017
Selena Gomez,English,32,IT AIN'T ME,34,2017
Vidar Villa,Norwegian,33,ONE NIGHT STAND,34,2017
Chris Holsten,English,34,MEXICO,34,2017
Plumbo,Norwegian,35,BADE NAKEN,34,2017
Vigiland,English,36,FRIDAY NIGHT,34,2017
Selena Gomez,English,37,FETISH,34,2017
Cheat Codes,English,38,YOUR SONG,34,2017
Moon Taxi,English,39,TWO HIGH,34,2017
Lauv,English,40,I LIKE ME BETTER,34,2017
Astrid S,English,1,THINK BEFORE I TALK,35,2017
Justin Bieber,English,2,FRIENDS,35,2017
Justin Bieber,Spanish,3,DESPACITO (REMIX),35,2017
Avicii,English,4,WITHOUT YOU,35,2017
Dua Lipa,English,5,NEW RULES,35,2017
Astrid S,English,6,SUCH A BOY,35,2017
Taylor Swift,English,7,LOOK WHAT YOU MADE ME DO,35,2017
Pharrell Williams,English,8,FEELS,35,2017
Seeb,English,9,RICH LOVE,35,2017
Linda Vidala,Norwegian,10,BÆNGSHOT,35,2017
Axwell /\ Ingrosso,English,11,MORE THAN YOU KNOW,35,2017
ItaloBrothers,English,12,SUMMER AIR,35,2017
Skylar Grey,English,13,GLORIOUS,35,2017
Bebe Rexha,English,14,BACK TO YOU,35,2017
J Balvin,Spanish,15,MI GENTE,35,2017
French Montana,English,16,UNFORGETTABLE,35,2017
Khalid,English,17,SILENCE,35,2017
Justin Bieber,English,18,2U,35,2017
Demi Lovato,English,19,SORRY NOT SORRY,35,2017
Avicii,English,20,LONELY TOGETHER,35,2017
Jonas Blue,English,21,MAMA,35,2017
Unge Ferrari,Norwegian,22,URETTFERDIG,35,2017
Alan Walker,English,23,TIRED,35,2017
DJ Khaled,English,24,WILD THOUGHTS,35,2017
Charlie Puth,English,25,ATTENTION,35,2017
James Blunt,English,26,OK,35,2017
P!nk,English,27,WHAT ABOUT US,35,2017
Lauv,English,28,I LIKE ME BETTER,35,2017
Ed Sheeran,English,29,SHAPE OF YOU,35,2017
Imagine Dragons,English,30,THUNDER,35,2017
Hkeem,Norwegian,31,FY FAEN,35,2017
Selena Gomez,English,32,FETISH,35,2017
Liam Payne,English,33,STRIP THAT DOWN,35,2017
Matoma,English,34,PARTY ON THE WEST COAST,35,2017
Selena Gomez,English,35,IT AIN'T ME,35,2017
Cezinando,Norwegian,36,HÅPER DU HAR PLASS,35,2017
Camila Cabello,English,37,HAVANA,35,2017
Chris Holsten,English,38,MEXICO,35,2017
Astrid S,Norwegian,39,VI ER PERFEKT MEN VERDEN ER IKKE DET,35,2017
Vidar Villa,Norwegian,40,ONE NIGHT STAND,35,2017
Astrid S,English,1,THINK BEFORE I TALK,36,2017
Justin Bieber,English,2,FRIENDS,36,2017
Avicii,English,3,WITHOUT YOU,36,2017
Justin Bieber,Spanish,4,DESPACITO (REMIX),36,2017
Dua Lipa,English,5,NEW RULES,36,2017
Taylor Swift,English,6,LOOK WHAT YOU MADE ME DO,36,2017
Astrid S,English,7,SUCH A BOY,36,2017
Khalid,English,8,SILENCE,36,2017
Seeb,English,9,RICH LOVE,36,2017
Pharrell Williams,English,10,FEELS,36,2017
Skylar Grey,English,11,GLORIOUS,36,2017
Linda Vidala,Norwegian,12,BÆNGSHOT,36,2017
Axwell /\ Ingrosso,English,13,MORE THAN YOU KNOW,36,2017
Bebe Rexha,English,14,BACK TO YOU,36,2017
ItaloBrothers,English,15,SUMMER AIR,36,2017
J Balvin,Spanish,16,MI GENTE,36,2017
French Montana,English,17,UNFORGETTABLE,36,2017
Unge Ferrari,Norwegian,18,URETTFERDIG,36,2017
Demi Lovato,English,19,SORRY NOT SORRY,36,2017
Avicii,English,20,LONELY TOGETHER,36,2017
P!nk,English,21,WHAT ABOUT US,36,2017
Jonas Blue,English,22,MAMA,36,2017
Justin Bieber,English,23,2U,36,2017
Lauv,English,24,I LIKE ME BETTER,36,2017
Charlie Puth,English,25,ATTENTION,36,2017
Camila Cabello,English,26,HAVANA,36,2017
DJ Khaled,English,27,WILD THOUGHTS,36,2017
Unge Ferrari,Norwegian,28,HOLOGRAM,36,2017
Davai,English,29,REPLAY,36,2017
James Blunt,English,30,OK,36,2017
XXXTENTACION,English,31,JOCELYN FLORES,36,2017
Maroon 5,English,32,WHAT LOVERS DO,36,2017
Ed Sheeran,English,33,SHAPE OF YOU,36,2017
Alan Walker,English,34,TIRED,36,2017
Imagine Dragons,English,35,THUNDER,36,2017
Hkeem,Norwegian,36,FY FAEN,36,2017
Matoma,English,37,STAYING UP,36,2017
The Main Level,English,38,BOMBADILLA,36,2017
Selena Gomez,English,39,IT AIN'T ME,36,2017
Cezinando,Norwegian,40,HÅPER DU HAR PLASS,36,2017
Astrid S,English,1,THINK BEFORE I TALK,37,2017
Khalid,English,2,SILENCE,37,2017
Avicii,English,3,WITHOUT YOU,37,2017
Justin Bieber,English,4,FRIENDS,37,2017
Dua Lipa,English,5,NEW RULES,37,2017
Justin Bieber,Spanish,6,DESPACITO (REMIX),37,2017
Sia,English,7,DUSK TILL DAWN,37,2017
Sam Smith,English,8,TOO GOOD AT GOODBYES,37,2017
Astrid S,English,9,SUCH A BOY,37,2017
Taylor Swift,English,10,LOOK WHAT YOU MADE ME DO,37,2017
Seeb,English,11,RICH LOVE,37,2017
Skylar Grey,English,12,GLORIOUS,37,2017
Pharrell Williams,English,13,FEELS,37,2017
Axwell /\ Ingrosso,English,14,MORE THAN YOU KNOW,37,2017
Alessia Cara,English,15,1-800-273-8255,37,2017
Bebe Rexha,English,16,BACK TO YOU,37,2017
Linda Vidala,Norwegian,17,BÆNGSHOT,37,2017
French Montana,English,18,UNFORGETTABLE,37,2017
J Balvin,Spanish,19,MI GENTE,37,2017
ItaloBrothers,English,20,SUMMER AIR,37,2017
Davai,English,21,REPLAY,37,2017
Unge Ferrari,Norwegian,22,URETTFERDIG,37,2017
Avicii,English,23,LONELY TOGETHER,37,2017
Demi Lovato,English,24,SORRY NOT SORRY,37,2017
P!nk,English,25,WHAT ABOUT US,37,2017
Camila Cabello,English,26,HAVANA,37,2017
XXXTENTACION,English,27,JOCELYN FLORES,37,2017
Maroon 5,English,28,WHAT LOVERS DO,37,2017
Lauv,English,29,I LIKE ME BETTER,37,2017
Justin Bieber,English,30,2U,37,2017
Jonas Blue,English,31,MAMA,37,2017
Taylor Swift,English,32,...READY FOR IT?,37,2017
Imagine Dragons,English,33,THUNDER,37,2017
Charlie Puth,English,34,ATTENTION,37,2017
Unge Ferrari,Norwegian,35,HOLOGRAM,37,2017
Ed Sheeran,English,36,SHAPE OF YOU,37,2017
DJ Khaled,English,37,WILD THOUGHTS,37,2017
James Blunt,English,38,OK,37,2017
The Main Level,English,39,BOMBADILLA,37,2017
Hkeem,Norwegian,40,FY FAEN,37,2017
POST MALONE,English,1,ROCKSTAR,38,2017
Astrid S,English,2,THINK BEFORE I TALK,38,2017
Khalid,English,3,SILENCE,38,2017
Sia,English,4,DUSK TILL DAWN,38,2017
Sam Smith,English,5,TOO GOOD AT GOODBYES,38,2017
Avicii,English,6,WITHOUT YOU,38,2017
Dua Lipa,English,7,NEW RULES,38,2017
Alan Walker,English,8,THE SPECTRE,38,2017
Justin Bieber,Spanish,9,DESPACITO (REMIX),38,2017
Justin Bieber,English,10,FRIENDS,38,2017
Alessia Cara,English,11,1-800-273-8255,38,2017
Astrid S,English,12,SUCH A BOY,38,2017
Seeb,English,13,RICH LOVE,38,2017
Skylar Grey,English,14,GLORIOUS,38,2017
Taylor Swift,English,15,LOOK WHAT YOU MADE ME DO,38,2017
Davai,English,16,REPLAY,38,2017
Pharrell Williams,English,17,FEELS,38,2017
Axwell /\ Ingrosso,English,18,MORE THAN YOU KNOW,38,2017
Bebe Rexha,English,19,BACK TO YOU,38,2017
Maroon 5,English,20,WHAT LOVERS DO,38,2017
XXXTENTACION,English,21,JOCELYN FLORES,38,2017
French Montana,English,22,UNFORGETTABLE,38,2017
J Balvin,Spanish,23,MI GENTE,38,2017
Camila Cabello,English,24,HAVANA,38,2017
ItaloBrothers,English,25,SUMMER AIR,38,2017
P!nk,English,26,WHAT ABOUT US,38,2017
Linda Vidala,Norwegian,27,BÆNGSHOT,38,2017
Unge Ferrari,Norwegian,28,URETTFERDIG,38,2017
Demi Lovato,English,29,SORRY NOT SORRY,38,2017
Avicii,English,30,LONELY TOGETHER,38,2017
Lauv,English,31,I LIKE ME BETTER,38,2017
Niall Horan,English,32,TOO MUCH TO ASK,38,2017
Jonas Blue,English,33,MAMA,38,2017
Justin Bieber,English,34,2U,38,2017
Imagine Dragons,English,35,THUNDER,38,2017
Ed Sheeran,English,36,SHAPE OF YOU,38,2017
Khalid,English,37,YOUNG DUMB & BROKE,38,2017
Charlie Puth,English,38,ATTENTION,38,2017
Portugal. The Man,English,39,FEEL IT STILL,38,2017
Unge Ferrari,Norwegian,40,HOLOGRAM,38,2017
POST MALONE,English,1,ROCKSTAR,39,2017
Khalid,English,2,SILENCE,39,2017
Kygo,English,3,STARGAZING,39,2017
Astrid S,English,4,THINK BEFORE I TALK,39,2017
Sia,English,5,DUSK TILL DAWN,39,2017
Alan Walker,English,6,THE SPECTRE,39,2017
Sam Smith,English,7,TOO GOOD AT GOODBYES,39,2017
Avicii,English,8,WITHOUT YOU,39,2017
Dua Lipa,English,9,NEW RULES,39,2017
Alessia Cara,English,10,1-800-273-8255,39,2017
Justin Bieber,Spanish,11,DESPACITO (REMIX),39,2017
Skylar Grey,English,12,GLORIOUS,39,2017
Justin Bieber,English,13,FRIENDS,39,2017
Astrid S,English,14,SUCH A BOY,39,2017
Seeb,English,15,RICH LOVE,39,2017
Maroon 5,English,16,WHAT LOVERS DO,39,2017
XXXTENTACION,English,17,JOCELYN FLORES,39,2017
Davai,English,18,REPLAY,39,2017
Taylor Swift,English,19,LOOK WHAT YOU MADE ME DO,39,2017
Camila Cabello,English,20,HAVANA,39,2017
Axwell /\ Ingrosso,English,21,MORE THAN YOU KNOW,39,2017
Pharrell Williams,English,22,FEELS,39,2017
J Balvin,Spanish,23,MI GENTE,39,2017
French Montana,English,24,UNFORGETTABLE,39,2017
P!nk,English,25,WHAT ABOUT US,39,2017
Portugal. The Man,English,26,FEEL IT STILL,39,2017
Bebe Rexha,English,27,BACK TO YOU,39,2017
Unge Ferrari,Norwegian,28,URETTFERDIG,39,2017
Lauv,English,29,I LIKE ME BETTER,39,2017
Demi Lovato,English,30,SORRY NOT SORRY,39,2017
Linda Vidala,Norwegian,31,BÆNGSHOT,39,2017
Avicii,English,32,LONELY TOGETHER,39,2017
ItaloBrothers,English,33,SUMMER AIR,39,2017
Kygo,English,34,THIS TOWN,39,2017
Klingande,English,35,PUMPED UP,39,2017
Ed Sheeran,English,36,SHAPE OF YOU,39,2017
Imagine Dragons,English,37,THUNDER,39,2017
Niall Horan,English,38,TOO MUCH TO ASK,39,2017
Khalid,English,39,YOUNG DUMB & BROKE,39,2017
Jonas Blue,English,40,MAMA,39,2017
POST MALONE,English,1,ROCKSTAR,40,2017
Kygo,English,2,STARGAZING,40,2017
Khalid,English,3,SILENCE,40,2017
Sia,English,4,DUSK TILL DAWN,40,2017
Alan Walker,English,5,THE SPECTRE,40,2017
Astrid S,English,6,THINK BEFORE I TALK,40,2017
Sam Smith,English,7,TOO GOOD AT GOODBYES,40,2017
Dua Lipa,English,8,NEW RULES,40,2017
Avicii,English,9,WITHOUT YOU,40,2017
Alessia Cara,English,10,1-800-273-8255,40,2017
J Balvin,Spanish,11,MI GENTE,40,2017
Justin Bieber,Spanish,12,DESPACITO (REMIX),40,2017
Skylar Grey,English,13,GLORIOUS,40,2017
Justin Bieber,English,14,FRIENDS,40,2017
Maroon 5,English,15,WHAT LOVERS DO,40,2017
Astrid S,English,16,SUCH A BOY,40,2017
Seeb,English,17,RICH LOVE,40,2017
Camila Cabello,English,18,HAVANA,40,2017
Portugal. The Man,English,19,FEEL IT STILL,40,2017
Kygo,English,20,THIS TOWN,40,2017
XXXTENTACION,English,21,JOCELYN FLORES,40,2017
Davai,English,22,REPLAY,40,2017
French Montana,English,23,UNFORGETTABLE,40,2017
Klingande,English,24,PUMPED UP,40,2017
Bebe Rexha,English,25,BACK TO YOU,40,2017
Pharrell Williams,English,26,FEELS,40,2017
P!nk,English,27,WHAT ABOUT US,40,2017
Axwell /\ Ingrosso,English,28,MORE THAN YOU KNOW,40,2017
Taylor Swift,English,29,LOOK WHAT YOU MADE ME DO,40,2017
Demi Lovato,English,30,SORRY NOT SORRY,40,2017
Lauv,English,31,I LIKE ME BETTER,40,2017
Ed Sheeran,English,32,PERFECT,40,2017
Unge Ferrari,Norwegian,33,URETTFERDIG,40,2017
Marcus & Martinus,English,34,MAKE YOU BELIEVE IN LOVE,40,2017
Avicii,English,35,LONELY TOGETHER,40,2017
Ed Sheeran,English,36,SHAPE OF YOU,40,2017
ItaloBrothers,English,37,SUMMER AIR,40,2017
Linda Vidala,Norwegian,38,BÆNGSHOT,40,2017
Khalid,English,39,YOUNG DUMB & BROKE,40,2017
Imagine Dragons,English,40,THUNDER,40,2017
POST MALONE,English,1,ROCKSTAR,41,2017
Kygo,English,2,STARGAZING,41,2017
Sia,English,3,DUSK TILL DAWN,41,2017
Khalid,English,4,SILENCE,41,2017
Alan Walker,English,5,THE SPECTRE,41,2017
Astrid S,English,6,THINK BEFORE I TALK,41,2017
Dua Lipa,English,7,NEW RULES,41,2017
Alessia Cara,English,8,1-800-273-8255,41,2017
Sam Smith,English,9,TOO GOOD AT GOODBYES,41,2017
Avicii,English,10,WITHOUT YOU,41,2017
Cezinando,Norwegian,11,INGENTING BLIR DET SAMME MEN SAMME FOR MEG,41,2017
Justin Bieber,Spanish,12,DESPACITO (REMIX),41,2017
Kygo,English,13,THIS TOWN,41,2017
Skylar Grey,English,14,GLORIOUS,41,2017
Maroon 5,English,15,WHAT LOVERS DO,41,2017
Portugal. The Man,English,16,FEEL IT STILL,41,2017
J Balvin,Spanish,17,MI GENTE,41,2017
Seeb,English,18,RICH LOVE,41,2017
Camila Cabello,English,19,HAVANA,41,2017
Astrid S,English,20,SUCH A BOY,41,2017
Ed Sheeran,English,21,PERFECT,41,2017
Klingande,English,22,PUMPED UP,41,2017
Justin Bieber,English,23,FRIENDS,41,2017
Cezinando,Norwegian,24,ER DETTE ALT,41,2017
XXXTENTACION,English,25,JOCELYN FLORES,41,2017
Davai,English,26,REPLAY,41,2017
French Montana,English,27,UNFORGETTABLE,41,2017
NF,English,28,LET YOU DOWN,41,2017
P!nk,English,29,WHAT ABOUT US,41,2017
Cezinando,Norwegian,30,HÅPER DU HAR PLASS,41,2017
Bebe Rexha,English,31,BACK TO YOU,41,2017
Avicii,English,32,LONELY TOGETHER,41,2017
Axwell /\ Ingrosso,English,33,MORE THAN YOU KNOW,41,2017
Lauv,English,34,I LIKE ME BETTER,41,2017
Pharrell Williams,English,35,FEELS,41,2017
Demi Lovato,English,36,SORRY NOT SORRY,41,2017
Ed Sheeran,English,37,SHAPE OF YOU,41,2017
Taylor Swift,English,38,LOOK WHAT YOU MADE ME DO,41,2017
Astrid S,Norwegian,39,BOYS,41,2017
Unge Ferrari,Norwegian,40,URETTFERDIG,41,2017
POST MALONE,English,1,ROCKSTAR,42,2017
Kygo,English,2,STARGAZING,42,2017
Sia,English,3,DUSK TILL DAWN,42,2017
Khalid,English,4,SILENCE,42,2017
NF,English,5,LET YOU DOWN,42,2017
Alan Walker,English,6,THE SPECTRE,42,2017
Astrid S,English,7,THINK BEFORE I TALK,42,2017
Alessia Cara,English,8,1-800-273-8255,42,2017
Dua Lipa,English,9,NEW RULES,42,2017
Kygo,English,10,THIS TOWN,42,2017
Sam Smith,English,11,TOO GOOD AT GOODBYES,42,2017
Avicii,English,12,WITHOUT YOU,42,2017
Portugal. The Man,English,13,FEEL IT STILL,42,2017
Cezinando,Norwegian,14,INGENTING BLIR DET SAMME MEN SAMME FOR MEG,42,2017
Maroon 5,English,15,WHAT LOVERS DO,42,2017
Justin Bieber,Spanish,16,DESPACITO (REMIX),42,2017
Skylar Grey,English,17,GLORIOUS,42,2017
Ed Sheeran,English,18,PERFECT,42,2017
Cezinando,Norwegian,19,ER DETTE ALT,42,2017
P!nk,English,20,WHAT ABOUT US,42,2017
Camila Cabello,English,21,HAVANA,42,2017
Klingande,English,22,PUMPED UP,42,2017
Seeb,English,23,RICH LOVE,42,2017
J Balvin,Spanish,24,MI GENTE,42,2017
Astrid S,English,25,SUCH A BOY,42,2017
Justin Bieber,English,26,FRIENDS,42,2017
XXXTENTACION,English,27,JOCELYN FLORES,42,2017
Avicii,English,28,LONELY TOGETHER,42,2017
Davai,English,29,REPLAY,42,2017
Axwell /\ Ingrosso,English,30,MORE THAN YOU KNOW,42,2017
Bebe Rexha,English,31,BACK TO YOU,42,2017
French Montana,English,32,UNFORGETTABLE,42,2017
Lauv,English,33,I LIKE ME BETTER,42,2017
Hkeem,Norwegian,34,EN SOM MEG,42,2017
Cezinando,Norwegian,35,HÅPER DU HAR PLASS,42,2017
Ed Sheeran,English,36,SHAPE OF YOU,42,2017
Pharrell Williams,English,37,FEELS,42,2017
Dagny,English,38,LOVE YOU LIKE THAT,42,2017
ItaloBrothers,English,39,SUMMER AIR,42,2017
Imagine Dragons,English,40,THUNDER,42,2017
POST MALONE,English,1,ROCKSTAR,43,2017
NF,English,2,LET YOU DOWN,43,2017
Kygo,English,3,STARGAZING,43,2017
Sia,English,4,DUSK TILL DAWN,43,2017
Khalid,English,5,SILENCE,43,2017
Astrid S,English,6,THINK BEFORE I TALK,43,2017
Alan Walker,English,7,THE SPECTRE,43,2017
Kygo,English,8,KIDS IN LOVE,43,2017
Kygo,English,9,THIS TOWN,43,2017
Alessia Cara,English,10,1-800-273-8255,43,2017
Portugal. The Man,English,11,FEEL IT STILL,43,2017
Dua Lipa,English,12,NEW RULES,43,2017
Sam Smith,English,13,TOO GOOD AT GOODBYES,43,2017
Maroon 5,English,14,WHAT LOVERS DO,43,2017
Ed Sheeran,English,15,PERFECT,43,2017
Avicii,English,16,WITHOUT YOU,43,2017
Justin Bieber,Spanish,17,DESPACITO (REMIX),43,2017
Camila Cabello,English,18,HAVANA,43,2017
Skylar Grey,English,19,GLORIOUS,43,2017
Cezinando,Norwegian,20,INGENTING BLIR DET SAMME MEN SAMME FOR MEG,43,2017
P!nk,English,21,WHAT ABOUT US,43,2017
Cezinando,Norwegian,22,ER DETTE ALT,43,2017
Klingande,English,23,PUMPED UP,43,2017
Seeb,English,24,RICH LOVE,43,2017
Astrid S,English,25,SUCH A BOY,43,2017
J Balvin,Spanish,26,MI GENTE,43,2017
Justin Bieber,English,27,FRIENDS,43,2017
Taylor Swift,English,28,GORGEOUS,43,2017
Avicii,English,29,LONELY TOGETHER,43,2017
XXXTENTACION,English,30,JOCELYN FLORES,43,2017
Lauv,English,31,I LIKE ME BETTER,43,2017
Axwell /\ Ingrosso,English,32,MORE THAN YOU KNOW,43,2017
Davai,English,33,REPLAY,43,2017
Lil Pump,English,34,GUCCI GANG,43,2017
French Montana,English,35,UNFORGETTABLE,43,2017
Ed Sheeran,English,36,SHAPE OF YOU,43,2017
Cezinando,Norwegian,37,HÅPER DU HAR PLASS,43,2017
Niall Horan,English,38,TOO MUCH TO ASK,43,2017
Bebe Rexha,English,39,BACK TO YOU,43,2017
Pharrell Williams,English,40,FEELS,43,2017
POST MALONE,English,1,ROCKSTAR,44,2017
NF,English,2,LET YOU DOWN,44,2017
Kygo,English,3,STARGAZING,44,2017
Sia,English,4,DUSK TILL DAWN,44,2017
Alan Walker,English,5,ALL FALLS DOWN,44,2017
Khalid,English,6,SILENCE,44,2017
Selena Gomez,English,7,WOLVES,44,2017
Alan Walker,English,8,THE SPECTRE,44,2017
Astrid S,English,9,THINK BEFORE I TALK,44,2017
Portugal. The Man,English,10,FEEL IT STILL,44,2017
Kygo,English,11,THIS TOWN,44,2017
Maroon 5,English,12,WHAT LOVERS DO,44,2017
Alessia Cara,English,13,1-800-273-8255,44,2017
Dua Lipa,English,14,NEW RULES,44,2017
Ed Sheeran,English,15,PERFECT,44,2017
Camila Cabello,English,16,HAVANA,44,2017
Sam Smith,English,17,TOO GOOD AT GOODBYES,44,2017
Justin Bieber,Spanish,18,DESPACITO (REMIX),44,2017
Avicii,English,19,WITHOUT YOU,44,2017
Kygo,English,20,KIDS IN LOVE,44,2017
Skylar Grey,English,21,GLORIOUS,44,2017
Lil Pump,English,22,GUCCI GANG,44,2017
Cezinando,Norwegian,23,INGENTING BLIR DET SAMME MEN SAMME FOR MEG,44,2017
Klingande,English,24,PUMPED UP,44,2017
Ina Wroldsen,English,25,STRONGEST,44,2017
Cezinando,Norwegian,26,ER DETTE ALT,44,2017
Avicii,English,27,LONELY TOGETHER,44,2017
Seeb,English,28,RICH LOVE,44,2017
Astrid S,English,29,SUCH A BOY,44,2017
TIX,Norwegian,30,ULOVLIG,44,2017
P!nk,English,31,WHAT ABOUT US,44,2017
J Balvin,Spanish,32,MI GENTE,44,2017
POST MALONE,English,33,I FALL APART,44,2017
Lauv,English,34,I LIKE ME BETTER,44,2017
Axwell /\ Ingrosso,English,35,MORE THAN YOU KNOW,44,2017
Clean Bandit,English,36,I MISS YOU,44,2017
XXXTENTACION,English,37,JOCELYN FLORES,44,2017
Justin Bieber,English,38,FRIENDS,44,2017
Kygo,English,39,NEVER LET YOU GO,44,2017
Ed Sheeran,English,40,SHAPE OF YOU,44,2017
POST MALONE,English,1,ROCKSTAR,45,2017
Alan Walker,English,2,ALL FALLS DOWN,45,2017
NF,English,3,LET YOU DOWN,45,2017
Kygo,English,4,STARGAZING,45,2017
Selena Gomez,English,5,WOLVES,45,2017
Sia,English,6,DUSK TILL DAWN,45,2017
Khalid,English,7,SILENCE,45,2017
Sam Smith,English,8,TOO GOOD AT GOODBYES,45,2017
Portugal. The Man,English,9,FEEL IT STILL,45,2017
Alan Walker,English,10,THE SPECTRE,45,2017
Maroon 5,English,11,WHAT LOVERS DO,45,2017
Astrid S,English,12,THINK BEFORE I TALK,45,2017
Ina Wroldsen,English,13,STRONGEST,45,2017
Kygo,English,14,THIS TOWN,45,2017
Ed Sheeran,English,15,PERFECT,45,2017
Dua Lipa,English,16,NEW RULES,45,2017
Camila Cabello,English,17,HAVANA,45,2017
Alessia Cara,English,18,1-800-273-8255,45,2017
Julie Bergan,English,19,INCAPABLE,45,2017
Lil Pump,English,20,GUCCI GANG,45,2017
Justin Bieber,Spanish,21,DESPACITO (REMIX),45,2017
TIX,Norwegian,22,ULOVLIG,45,2017
Kygo,English,23,KIDS IN LOVE,45,2017
Avicii,English,24,WITHOUT YOU,45,2017
Klingande,English,25,PUMPED UP,45,2017
Skylar Grey,English,26,GLORIOUS,45,2017
Avicii,English,27,LONELY TOGETHER,45,2017
Seeb,English,28,RICH LOVE,45,2017
Cezinando,Norwegian,29,INGENTING BLIR DET SAMME MEN SAMME FOR MEG,45,2017
POST MALONE,English,30,I FALL APART,45,2017
Big Shaq,English,31,MAN'S NOT HOT,45,2017
Cezinando,Norwegian,32,ER DETTE ALT,45,2017
Clean Bandit,English,33,I MISS YOU,45,2017
Lauv,English,34,I LIKE ME BETTER,45,2017
Axwell /\ Ingrosso,English,35,MORE THAN YOU KNOW,45,2017
Astrid S,English,36,SUCH A BOY,45,2017
Kygo,English,37,SUNRISE,45,2017
Ed Sheeran,English,38,SHAPE OF YOU,45,2017
XXXTENTACION,English,39,JOCELYN FLORES,45,2017
P!nk,English,40,WHAT ABOUT US,45,2017
Alan Walker,English,1,ALL FALLS DOWN,46,2017
POST MALONE,English,2,ROCKSTAR,46,2017
NF,English,3,LET YOU DOWN,46,2017
Ina Wroldsen,English,4,STRONGEST,46,2017
Selena Gomez,English,5,WOLVES,46,2017
Kygo,English,6,STARGAZING,46,2017
Sia,English,7,DUSK TILL DAWN,46,2017
Ed Sheeran,English,8,PERFECT,46,2017
Khalid,English,9,SILENCE,46,2017
Maroon 5,English,10,WHAT LOVERS DO,46,2017
Portugal. The Man,English,11,FEEL IT STILL,46,2017
Sam Smith,English,12,TOO GOOD AT GOODBYES,46,2017
Alan Walker,English,13,THE SPECTRE,46,2017
Kygo,English,14,THIS TOWN,46,2017
Astrid S,English,15,THINK BEFORE I TALK,46,2017
Eminem,English,16,WALK ON WATER,46,2017
Camila Cabello,English,17,HAVANA,46,2017
Alessia Cara,English,18,1-800-273-8255,46,2017
Dua Lipa,English,19,NEW RULES,46,2017
Lil Pump,English,20,GUCCI GANG,46,2017
Sigrid,English,21,STRANGERS,46,2017
Justin Bieber,Spanish,22,DESPACITO (REMIX),46,2017
Big Shaq,English,23,MAN'S NOT HOT,46,2017
Julie Bergan,English,24,INCAPABLE,46,2017
Klingande,English,25,PUMPED UP,46,2017
Avicii,English,26,LONELY TOGETHER,46,2017
Bebe Rexha,English,27,MEANT TO BE,46,2017
POST MALONE,English,28,I FALL APART,46,2017
Clean Bandit,English,29,I MISS YOU,46,2017
Seeb,English,30,RICH LOVE,46,2017
Skylar Grey,English,31,GLORIOUS,46,2017
Seeb,English,32,CRUEL WORLD,46,2017
Avicii,English,33,WITHOUT YOU,46,2017
Cezinando,Norwegian,34,INGENTING BLIR DET SAMME MEN SAMME FOR MEG,46,2017
Tone Damli,English,35,STRANGERS,46,2017
TIX,Norwegian,36,ULOVLIG,46,2017
Lauv,English,37,I LIKE ME BETTER,46,2017
Kygo,English,38,KIDS IN LOVE,46,2017
Cezinando,Norwegian,39,ER DETTE ALT,46,2017
Ed Sheeran,English,40,SHAPE OF YOU,46,2017
Alan Walker,English,1,ALL FALLS DOWN,47,2017
