position,artist,title,year,week,language
16,"Selena Gomez, Marshmello",Wolves,2018,1,English
17,Lil Pump,Gucci Gang,2018,1,English
18,"Jason Derulo,french Montana",Tip Toe (Feat. French Montana),2018,1,English
19,Nikke Ankara,Kaadutaan (Feat. Irina),2018,1,Finnish
20,"Noah Cyrus, Digital Farm Animals, Alan Walker",All Falls Down,2018,1,English
1,JVG,Popkorni,2018,2,Finnish
2,Pikku G,Solmussa (Feat. Behm),2018,2,Finnish
3,Eminem,River (Feat. Ed Sheeran),2018,2,English
4,"Halsey, G-Eazy",Him & I,2018,2,English
5,Post Malone,Rockstar (Feat. 21 Savage),2018,2,English
6,Aste,Monaco,2018,2,Finnish
7,Mikael Gabriel,Pimeyteen,2018,2,Finnish
8,Petri Nygård,Nössö (Feat. Vesku Jokinen),2018,2,Finnish
9,Cheek,Enkelit,2018,2,Finnish
10,"Martin Garrix, David Guetta",So Far Away (Feat. Jamie Scott & Romy Dya),2018,2,English
11,Sanni,Kelpaat Kelle Vaan (Feat. Apocalyptica),2018,2,Dutch
12,JVG,Hombre (Feat. Vesala),2018,2,Finnish
13,"Teflon Brothers, Spekti, Petri Nygård",Manteli,2018,2,Finnish
14,Pyhimys,"Kynnet, Kynnet (Feat. Vesta)",2018,2,Finnish
15,Nf,Let You Down,2018,2,English
16,"Selena Gomez, Marshmello",Wolves,2018,2,English
17,Ida Paul & Kalle Lindroth,Päällekkäin,2018,2,Finnish
18,"Noah Cyrus, Digital Farm Animals, Alan Walker",All Falls Down,2018,2,English
19,Nikke Ankara,Kaadutaan (Feat. Irina),2018,2,Finnish
20,BESS,Tempo,2018,2,Finnish
1,JVG,Popkorni,2018,3,Finnish
2,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,3,Finnish
3,Pikku G,Solmussa (Feat. Behm),2018,3,Finnish
4,Eminem,River (Feat. Ed Sheeran),2018,3,English
5,"Halsey, G-Eazy",Him & I,2018,3,English
6,Aste,Monaco,2018,3,Finnish
7,Post Malone,Rockstar (Feat. 21 Savage),2018,3,English
8,Mikael Gabriel,Pimeyteen,2018,3,Finnish
9,JVG,Hombre (Feat. Vesala),2018,3,Finnish
10,Petri Nygård,Nössö (Feat. Vesku Jokinen),2018,3,Finnish
11,"Martin Garrix, David Guetta",So Far Away (Feat. Jamie Scott & Romy Dya),2018,3,English
12,Roope Salminen & Koirat,Kusipää,2018,3,Finnish
13,Cheek,Enkelit,2018,3,Finnish
14,Camila Cabello,Havana (Feat. Young Thug),2018,3,English
15,Pyhimys,"Kynnet, Kynnet (Feat. Vesta)",2018,3,Finnish
16,Sanni,Kelpaat Kelle Vaan (Feat. Apocalyptica),2018,3,Dutch
17,Nf,Let You Down,2018,3,English
18,"Bruno Mars,cardi B",Finesse (Remix) [Feat. Cardi B],2018,3,English
19,"Selena Gomez, Marshmello",Wolves,2018,3,English
20,"Rita Ora, Liam Payne",For You (From Fifty Shades Freed),2018,3,English
1,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,4,Finnish
2,JVG,Popkorni,2018,4,Finnish
3,Pikku G,Solmussa (Feat. Behm),2018,4,Finnish
4,Eminem,River (Feat. Ed Sheeran),2018,4,English
5,"Halsey, G-Eazy",Him & I,2018,4,English
6,Aste,Monaco,2018,4,Finnish
7,Post Malone,Rockstar (Feat. 21 Savage),2018,4,English
8,Gettomasa,Lössi,2018,4,Finnish
9,Mikael Gabriel,Pimeyteen,2018,4,Finnish
10,The Chainsmokers,Sick Boy,2018,4,English
11,"Martin Garrix, David Guetta",So Far Away (Feat. Jamie Scott & Romy Dya),2018,4,English
12,JVG,Hombre (Feat. Vesala),2018,4,Finnish
13,Petri Nygård,Nössö (Feat. Vesku Jokinen),2018,4,Finnish
14,Camila Cabello,Havana (Feat. Young Thug),2018,4,English
15,Roope Salminen & Koirat,Kusipää,2018,4,Finnish
16,Pyhimys,"Kynnet, Kynnet (Feat. Vesta)",2018,4,Finnish
17,Nf,Let You Down,2018,4,English
18,"Jason Derulo,french Montana",Tip Toe (Feat. French Montana),2018,4,English
19,"Selena Gomez, Marshmello",Wolves,2018,4,English
20,Cheek,Enkelit,2018,4,Finnish
1,JVG,Popkorni,2018,5,Finnish
2,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,5,Finnish
3,Pikku G,Solmussa (Feat. Behm),2018,5,Finnish
4,Eminem,River (Feat. Ed Sheeran),2018,5,English
5,Aste,Monaco,2018,5,Finnish
6,"Halsey, G-Eazy",Him & I,2018,5,English
7,Drake,God's Plan,2018,5,English
8,The Chainsmokers,Sick Boy,2018,5,English
9,Post Malone,Rockstar (Feat. 21 Savage),2018,5,English
10,Gettomasa,Lössi,2018,5,Finnish
11,Mikael Gabriel,Pimeyteen,2018,5,Finnish
12,"Martin Garrix, David Guetta",So Far Away (Feat. Jamie Scott & Romy Dya),2018,5,English
13,JVG,Hombre (Feat. Vesala),2018,5,Finnish
14,"Zendaya, Zac Efron",Rewrite The Stars,2018,5,English
15,Camila Cabello,Havana (Feat. Young Thug),2018,5,English
16,Petri Nygård,Nössö (Feat. Vesku Jokinen),2018,5,Finnish
17,Dua Lipa,Idgaf,2018,5,English
18,"Jason Derulo,french Montana",Tip Toe (Feat. French Montana),2018,5,English
19,Nf,Let You Down,2018,5,English
20,Cheek,Enkelit,2018,5,Finnish
1,Antti Tuisku,Vedän Sut Henkeen,2018,6,Finnish
2,JVG,Popkorni,2018,6,Finnish
3,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,6,Finnish
4,Jenni Vartiainen,Väärään Suuntaan,2018,6,Finnish
5,Pikku G,Solmussa (Feat. Behm),2018,6,Finnish
6,The Chainsmokers,Sick Boy,2018,6,English
7,Aste,Monaco,2018,6,Finnish
8,Drake,God's Plan,2018,6,English
9,Eminem,River (Feat. Ed Sheeran),2018,6,English
10,"Halsey, G-Eazy",Him & I,2018,6,English
11,Haloo Helsinki!,Texas (Feat. Jvg),2018,6,Finnish
12,Post Malone,Rockstar (Feat. 21 Savage),2018,6,English
13,"The Weeknd, Kendrick Lamar",Pray For Me,2018,6,English
14,Gettomasa,Lössi,2018,6,Finnish
15,JVG,Hombre (Feat. Vesala),2018,6,Finnish
16,Mikael Gabriel,Pimeyteen,2018,6,Finnish
17,"Martin Garrix, David Guetta",So Far Away (Feat. Jamie Scott & Romy Dya),2018,6,English
18,Cheek,Enkelit,2018,6,Finnish
19,Aleksanteri Hakaniemi,Fucked Up,2018,6,Finnish
20,"Zendaya, Zac Efron",Rewrite The Stars,2018,6,English
1,Haloo Helsinki!,Texas (Feat. Jvg),2018,7,Finnish
2,JVG,Popkorni,2018,7,Finnish
3,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,7,Finnish
4,Pikku G,Solmussa (Feat. Behm),2018,7,Finnish
5,The Chainsmokers,Sick Boy,2018,7,English
6,Antti Tuisku,Vedän Sut Henkeen,2018,7,Finnish
7,Drake,God's Plan,2018,7,English
8,Aste,Monaco,2018,7,Finnish
9,"The Weeknd, Kendrick Lamar",Pray For Me,2018,7,English
10,Eminem,River (Feat. Ed Sheeran),2018,7,English
11,Jenni Vartiainen,Väärään Suuntaan,2018,7,Finnish
12,"Halsey, G-Eazy",Him & I,2018,7,English
13,Post Malone,Rockstar (Feat. 21 Savage),2018,7,English
14,Saara Aalto,Monsters,2018,7,English
15,Gettomasa,Lössi,2018,7,Finnish
16,Bazzi,Mine,2018,7,English
17,"Rita Ora, Liam Payne",For You (From Fifty Shades Freed),2018,7,English
18,JVG,Hombre (Feat. Vesala),2018,7,Finnish
19,Cheek,Enkelit,2018,7,Finnish
20,"Martin Garrix, David Guetta",So Far Away (Feat. Jamie Scott & Romy Dya),2018,7,English
1,Nikke Ankara,Rikkinäinen Prinsessa,2018,8,Finnish
2,JVG,Popkorni,2018,8,Finnish
3,Haloo Helsinki!,Texas (Feat. Jvg),2018,8,Finnish
4,Pikku G,Solmussa (Feat. Behm),2018,8,Finnish
5,The Chainsmokers,Sick Boy,2018,8,English
6,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,8,Finnish
7,Vesala,Nyt On Lähtö,2018,8,Finnish
8,Drake,God's Plan,2018,8,English
9,Aste,Monaco,2018,8,Finnish
10,Antti Tuisku,Vedän Sut Henkeen,2018,8,Finnish
11,Bazzi,Mine,2018,8,English
12,Eminem,River (Feat. Ed Sheeran),2018,8,English
13,"Rita Ora, Liam Payne",For You (Fifty Shades Freed),2018,8,English
14,Post Malone,Rockstar (Feat. 21 Savage),2018,8,English
15,Kasmir,Tulla Ja Mennä,2018,8,Finnish
16,"The Weeknd, Kendrick Lamar",Pray For Me,2018,8,English
17,Jenni Vartiainen,Väärään Suuntaan,2018,8,Finnish
18,"Halsey, G-Eazy",Him & I,2018,8,English
19,"Marshmello, Anne-Marie",Friends,2018,8,English
20,Gettomasa,Lössi,2018,8,Finnish
1,Nikke Ankara,Rikkinäinen Prinsessa,2018,9,Finnish
2,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,9,Finnish
3,Drake,God's Plan,2018,9,English
4,Post Malone,Psycho (Feat. Ty Dolla $Ign),2018,9,English
5,JVG,Popkorni,2018,9,Finnish
6,Pikku G,Solmussa (Feat. Behm),2018,9,Finnish
7,The Chainsmokers,Sick Boy,2018,9,English
8,Haloo Helsinki!,Texas (Feat. Jvg),2018,9,Finnish
9,Pyhimys,Mobutu Sese Seko (Feat. Hulda Huima),2018,9,Finnish
10,"Marshmello, Anne-Marie",Friends,2018,9,English
11,Aste,Monaco,2018,9,Finnish
12,Pyhimys,"Kynnet, Kynnet (Feat. Vesta)",2018,9,Finnish
13,Bazzi,Mine,2018,9,English
14,Vesala,Nyt On Lähtö,2018,9,Finnish
15,Kasmir,Tulla Ja Mennä,2018,9,Finnish
16,"Rita Ora, Liam Payne",For You (Fifty Shades Freed),2018,9,English
17,Eminem,River (Feat. Ed Sheeran),2018,9,English
18,Antti Tuisku,Vedän Sut Henkeen,2018,9,Finnish
19,Post Malone,Rockstar (Feat. 21 Savage),2018,9,English
20,Dua Lipa,Idgaf,2018,9,English
1,Evelina,Sun Vika,2018,10,Finnish
2,Nikke Ankara,Rikkinäinen Prinsessa,2018,10,Finnish
3,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,10,Finnish
4,Drake,God's Plan,2018,10,English
5,Post Malone,Psycho (Feat. Ty Dolla $Ign),2018,10,English
6,JVG,Popkorni,2018,10,Finnish
7,"Marshmello, Anne-Marie",Friends,2018,10,English
8,Pikku G,Solmussa (Feat. Behm),2018,10,Finnish
9,The Chainsmokers,Sick Boy,2018,10,English
10,Haloo Helsinki!,Texas (Feat. Jvg),2018,10,Finnish
11,Aste,Monaco,2018,10,Finnish
12,Reino Nordin,Ytimeen,2018,10,Finnish
13,Pyhimys,Mobutu Sese Seko (Feat. Hulda Huima),2018,10,Finnish
14,Bazzi,Mine,2018,10,English
15,Saara Aalto,Monsters,2018,10,English
16,"Rita Ora, Liam Payne",For You (Fifty Shades Freed),2018,10,English
17,Kasmir,Tulla Ja Mennä,2018,10,Finnish
18,Julia Michaels,Heaven,2018,10,English
19,Dua Lipa,Idgaf,2018,10,English
20,Pyhimys,"Kynnet, Kynnet (Feat. Vesta)",2018,10,Finnish
1,Nikke Ankara,Rikkinäinen Prinsessa,2018,11,Finnish
2,Evelina,Sun Vika,2018,11,Finnish
3,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,11,Finnish
4,Cledos,Made In Italy (Feat. Mikael Gabriel),2018,11,Finnish
5,"Marshmello, Anne-Marie",Friends,2018,11,English
6,Drake,God's Plan,2018,11,English
7,JVG,Popkorni,2018,11,Finnish
8,Post Malone,Psycho (Feat. Ty Dolla $Ign),2018,11,English
9,Pikku G,Solmussa (Feat. Behm),2018,11,Finnish
10,The Chainsmokers,Sick Boy,2018,11,English
11,Reino Nordin,Ytimeen,2018,11,Finnish
12,Tippa,Satutat Mua,2018,11,Finnish
13,Haloo Helsinki!,Texas (Feat. Jvg),2018,11,Finnish
14,Pete Parkkonen,Myyty,2018,11,Finnish
15,Bazzi,Mine,2018,11,English
16,Aste,Monaco,2018,11,Finnish
17,Julia Michaels,Heaven,2018,11,English
18,Dua Lipa,Idgaf,2018,11,English
19,Janieck,Does It Matter,2018,11,English
20,"Rita Ora, Liam Payne",For You (Fifty Shades Freed),2018,11,English
1,Sanni,Pornoo,2018,12,Finnish
2,Tippa,Satutat Mua,2018,12,Finnish
3,Nikke Ankara,Rikkinäinen Prinsessa,2018,12,Finnish
4,Evelina,Sun Vika,2018,12,Finnish
5,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,12,Finnish
6,"Marshmello, Anne-Marie",Friends,2018,12,English
7,Drake,God's Plan,2018,12,English
8,Gasellit,Riks Raks Poks (Feat. Elias Gould),2018,12,Finnish
9,JVG,Popkorni,2018,12,Finnish
10,Cledos,Made In Italy (Feat. Mikael Gabriel),2018,12,Finnish
11,Pikku G,Solmussa (Feat. Behm),2018,12,Finnish
12,The Chainsmokers,Sick Boy,2018,12,English
13,Post Malone,Psycho (Feat. Ty Dolla $Ign),2018,12,English
14,Xxxtentacion,Sad!,2018,12,English
15,Juno,Katumuksen Sakramentti (Feat. Leo),2018,12,Finnish
16,Janieck,Does It Matter,2018,12,English
17,Reino Nordin,Ytimeen,2018,12,Finnish
18,Bazzi,Mine,2018,12,English
19,"David Guetta,martin Garrix,brooks",Like I Do,2018,12,English
20,Pete Parkkonen,Myyty,2018,12,Finnish
1,Sanni,Pornoo,2018,13,Finnish
2,Tippa,Satutat Mua,2018,13,Finnish
3,Nikke Ankara,Rikkinäinen Prinsessa,2018,13,Finnish
4,Evelina,Sun Vika,2018,13,Finnish
5,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,13,Finnish
6,"Marshmello, Anne-Marie",Friends,2018,13,English
7,Gasellit,Riks Raks Poks (Feat. Elias Gould),2018,13,Finnish
8,Drake,God's Plan,2018,13,English
9,The Chainsmokers,Sick Boy,2018,13,English
10,Pikku G,Solmussa (Feat. Behm),2018,13,Finnish
11,JVG,Popkorni,2018,13,Finnish
12,Xxxtentacion,Sad!,2018,13,English
13,Post Malone,Psycho (Feat. Ty Dolla $Ign),2018,13,English
14,Juno,Katumuksen Sakramentti (Feat. Leo),2018,13,Finnish
15,Shawn Mendes,In My Blood,2018,13,English
16,Janieck,Does It Matter,2018,13,English
17,Vesta,Fakin Rockstarr,2018,13,Finnish
18,"David Guetta,sia",Flames,2018,13,English
19,"David Guetta,martin Garrix,brooks",Like I Do,2018,13,English
20,Bazzi,Mine,2018,13,English
1,Tippa,Satutat Mua,2018,14,Finnish
2,Nikke Ankara,Rikkinäinen Prinsessa,2018,14,Finnish
3,Evelina,Sun Vika,2018,14,Finnish
4,Sanni,Pornoo,2018,14,Finnish
5,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,14,Finnish
6,"Marshmello, Anne-Marie",Friends,2018,14,English
7,Gasellit,Riks Raks Poks (Feat. Elias Gould),2018,14,Finnish
8,JVG,Popkorni,2018,14,Finnish
9,Drake,God's Plan,2018,14,English
10,Pikku G,Solmussa (Feat. Behm),2018,14,Finnish
11,The Chainsmokers,Sick Boy,2018,14,English
12,The Weeknd,Call Out My Name,2018,14,English
13,Janieck,Does It Matter,2018,14,English
14,Xxxtentacion,Sad!,2018,14,English
15,"David Guetta,sia",Flames,2018,14,English
16,Juno,Katumuksen Sakramentti (Feat. Leo),2018,14,Finnish
17,Post Malone,Psycho (Feat. Ty Dolla $Ign),2018,14,English
18,"David Guetta,martin Garrix,brooks",Like I Do,2018,14,English
19,Keko Salata,Älä Sano,2018,14,Finnish
20,Dua Lipa,Idgaf,2018,14,English
1,Mikael Gabriel,Timanttei,2018,15,Finnish
2,Tippa,Satutat Mua,2018,15,Finnish
3,Nikke Ankara,Rikkinäinen Prinsessa,2018,15,Finnish
4,Evelina,Sun Vika,2018,15,Finnish
5,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,15,Finnish
6,"Marshmello, Anne-Marie",Friends,2018,15,English
7,Gasellit,Riks Raks Poks (Feat. Elias Gould),2018,15,Finnish
8,"David Guetta,sia",Flames,2018,15,English
9,Sanni,Pornoo,2018,15,Finnish
10,Paperi T,Kaikki On Hyvin,2018,15,Finnish
11,JVG,Popkorni,2018,15,Finnish
12,Janieck,Does It Matter,2018,15,English
13,Pikku G,Solmussa (Feat. Behm),2018,15,Finnish
14,Drake,God's Plan,2018,15,English
15,Juno,Katumuksen Sakramentti (Feat. Leo),2018,15,Finnish
16,The Weeknd,Call Out My Name,2018,15,English
17,Keko Salata,Älä Sano,2018,15,Finnish
18,The Chainsmokers,Sick Boy,2018,15,English
19,"David Guetta,martin Garrix,brooks",Like I Do,2018,15,English
20,Xxxtentacion,Sad!,2018,15,English
1,Mikael Gabriel,Timanttei,2018,16,Finnish
2,Tippa,Satutat Mua,2018,16,Finnish
3,Evelina,Sun Vika,2018,16,Finnish
4,Nikke Ankara,Rikkinäinen Prinsessa,2018,16,Finnish
5,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,16,Finnish
6,Elastinen,Supervoimii,2018,16,Finnish
7,"Dua Lipa, Calvin Harris",One Kiss,2018,16,English
8,"Marshmello, Anne-Marie",Friends,2018,16,English
9,"David Guetta,sia",Flames,2018,16,English
10,Gasellit,Riks Raks Poks (Feat. Elias Gould),2018,16,Finnish
11,JVG,Popkorni,2018,16,Finnish
12,Janieck,Does It Matter,2018,16,English
13,Drake,Nice For What,2018,16,English
14,Anna Puu,Me Ollaan Runo,2018,16,Finnish
15,Pikku G,Solmussa (Feat. Behm),2018,16,Finnish
16,Sanni,Pornoo,2018,16,Finnish
17,Paperi T,Kaikki On Hyvin,2018,16,Finnish
18,Juno,Katumuksen Sakramentti (Feat. Leo),2018,16,Finnish
19,"Sean Paul, David Guetta",Mad Love (Feat. Becky G),2018,16,English
20,"Yksi Totuus, Mäkki, Hesaäijä",Pakettimatka (Feat. Seksikäs-Suklaa & Slim Mill),2018,16,Finnish
1,Adi L Hasla,Kevät (Feat. Pihlaja),2018,17,Finnish
2,Elastinen,Supervoimii,2018,17,Finnish
3,"Dua Lipa, Calvin Harris",One Kiss,2018,17,English
4,Tippa,Satutat Mua,2018,17,Finnish
5,Mikael Gabriel,Timanttei,2018,17,Finnish
6,Avicii,Wake Me Up,2018,17,English
7,Ariana Grande,No Tears Left To Cry,2018,17,English
8,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,17,Finnish
9,Evelina,Sun Vika,2018,17,Finnish
10,Nikke Ankara,Rikkinäinen Prinsessa,2018,17,Finnish
11,Avicii,Levels,2018,17,English
12,ABREU,Amor Amor (Feat. Cledos),2018,17,Finnish
13,"David Guetta,sia",Flames,2018,17,English
14,Avicii,Waiting For Love,2018,17,English
15,"Marshmello, Anne-Marie",Friends,2018,17,English
16,JVG,Popkorni,2018,17,Finnish
17,Drake,Nice For What,2018,17,English
18,"Sean Paul, David Guetta",Mad Love (Feat. Becky G),2018,17,English
19,Gasellit,Riks Raks Poks (Feat. Elias Gould),2018,17,Finnish
20,Anna Puu,Me Ollaan Runo,2018,17,Finnish
1,Adi L Hasla,Kevät (Feat. Pihlaja),2018,18,Finnish
2,Ariana Grande,No Tears Left To Cry,2018,18,English
3,Elastinen,Supervoimii,2018,18,Finnish
4,"Dua Lipa, Calvin Harris",One Kiss,2018,18,English
5,Avicii,Wake Me Up,2018,18,English
6,Post Malone,Better Now,2018,18,English
7,Nikke Ankara,Rikkinäinen Prinsessa,2018,18,Finnish
8,Tippa,Satutat Mua,2018,18,Finnish
9,Mikael Gabriel,Timanttei,2018,18,Finnish
10,"David Guetta,sia",Flames,2018,18,English
11,ABREU,Amor Amor (Feat. Cledos),2018,18,Finnish
12,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,18,Finnish
13,Evelina,Sun Vika,2018,18,Finnish
14,JVG,Popkorni,2018,18,Finnish
15,Nikke Ankara,Kiitos Ja Anteeks,2018,18,Finnish
16,"Marshmello, Anne-Marie",Friends,2018,18,English
17,Avicii,Levels,2018,18,English
18,Avicii,Without You (Feat. Sandro Cavazza),2018,18,English
19,"David Guetta,martin Garrix,brooks",Like I Do,2018,18,English
20,"Sean Paul, David Guetta",Mad Love (Feat. Becky G),2018,18,English
1,Adi L Hasla,Kevät (Feat. Pihlaja),2018,19,Finnish
2,Post Malone,Better Now,2018,19,English
3,Ariana Grande,No Tears Left To Cry,2018,19,English
4,Tuure Boelius,Lätkäjätkä-Ville,2018,19,Finnish
5,"Dua Lipa, Calvin Harris",One Kiss,2018,19,English
6,Elastinen,Supervoimii,2018,19,Finnish
7,"David Guetta,sia",Flames,2018,19,English
8,Tippa,Satutat Mua,2018,19,Finnish
9,ABREU,Amor Amor (Feat. Cledos),2018,19,Finnish
10,Nikke Ankara,Rikkinäinen Prinsessa,2018,19,Finnish
11,"Marshmello, Anne-Marie",Friends,2018,19,English
12,Tungevaag & Raaban,All For Love (Feat. Richard Smitth),2018,19,English
13,Mikael Gabriel,Timanttei,2018,19,Finnish
14,Evelina,Sun Vika,2018,19,Finnish
15,Aleksanteri Hakaniemi,Pelkääks Vai Rakastaks,2018,19,Finnish
16,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,19,Finnish
17,"Sean Paul, David Guetta",Mad Love (Feat. Becky G),2018,19,English
18,Drake,Nice For What,2018,19,English
19,Janieck,Does It Matter,2018,19,English
20,JVG,Popkorni,2018,19,Finnish
1,Adi L Hasla,Kevät (Feat. Pihlaja),2018,20,Finnish
2,Post Malone,Better Now,2018,20,English
3,"Dua Lipa, Calvin Harris",One Kiss,2018,20,English
4,Ariana Grande,No Tears Left To Cry,2018,20,English
5,Elastinen,Supervoimii,2018,20,Finnish
6,"David Guetta,sia",Flames,2018,20,English
7,Tuure Boelius,Lätkäjätkä-Ville,2018,20,Finnish
8,Tungevaag & Raaban,All For Love (Feat. Richard Smitth),2018,20,English
9,Cledos,"Swipe (Feat. Tippa, Gracias, Md$, Bizi & Mikael Gabriel)",2018,20,Finnish
10,"Marshmello, Anne-Marie",Friends,2018,20,English
11,ABREU,Amor Amor (Feat. Cledos),2018,20,Finnish
12,"Sean Paul, David Guetta",Mad Love (Feat. Becky G),2018,20,English
13,Saara Aalto,Monsters,2018,20,English
14,Alvaro Soler,La Cintura,2018,20,Spanish
15,Mikael Gabriel,Timanttei,2018,20,Finnish
16,Tippa,Satutat Mua,2018,20,Finnish
17,Evelina,Sun Vika,2018,20,Finnish
18,Nikke Ankara,Rikkinäinen Prinsessa,2018,20,Finnish
19,Sofia Reyes,"1, 2, 3 (Feat. Jason Derulo & De La Ghetto)",2018,20,English
20,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,20,Finnish
1,Adi L Hasla,Kevät (Feat. Pihlaja),2018,21,Finnish
2,Post Malone,Better Now,2018,21,English
3,"Dua Lipa, Calvin Harris",One Kiss,2018,21,English
4,Ariana Grande,No Tears Left To Cry,2018,21,English
5,Tungevaag & Raaban,All For Love (Feat. Richard Smitth),2018,21,English
6,Elastinen,Supervoimii,2018,21,Finnish
7,"David Guetta,sia",Flames,2018,21,English
8,Haloo Helsinki!,Kaksi Ihmistä,2018,21,Finnish
9,"Sean Paul, David Guetta",Mad Love (Feat. Becky G),2018,21,English
10,Netta,Toy,2018,21,English
11,Tuure Boelius,Lätkäjätkä-Ville,2018,21,Finnish
12,Alvaro Soler,La Cintura,2018,21,Spanish
13,ABREU,Amor Amor (Feat. Cledos),2018,21,Finnish
14,Cledos,"Swipe (Feat. Tippa, Gracias, Md$, Bizi & Mikael Gabriel)",2018,21,Finnish
15,"Marshmello, Anne-Marie",Friends,2018,21,English
16,Tippa,Satutat Mua,2018,21,Finnish
17,Sofia Reyes,"1, 2, 3 (Feat. Jason Derulo & De La Ghetto)",2018,21,English
18,Nikke Ankara,Rikkinäinen Prinsessa,2018,21,Finnish
19,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,21,Finnish
20,Janieck,Does It Matter,2018,21,English
1,Adi L Hasla,Kevät (Feat. Pihlaja),2018,22,Finnish
2,Post Malone,Better Now,2018,22,English
3,Clean Bandit,Solo (Feat. Demi Lovato),2018,22,English
4,"Dua Lipa, Calvin Harris",One Kiss,2018,22,English
5,Haloo Helsinki!,Kaksi Ihmistä,2018,22,Finnish
6,Ariana Grande,No Tears Left To Cry,2018,22,English
7,Mikael Gabriel,Naapurit Kuulee,2018,22,Finnish
8,Tungevaag & Raaban,All For Love (Feat. Richard Smitth),2018,22,English
9,Nikke Ankara,Rikkinäinen Prinsessa,2018,22,Finnish
10,Reino Nordin,Kuinka Paljon Voi Rakastaa,2018,22,Finnish
11,Elastinen,Supervoimii,2018,22,Finnish
12,"David Guetta,sia",Flames,2018,22,English
13,Alvaro Soler,La Cintura,2018,22,Spanish
14,Paperi T,Paniikki (Feat. Chisu),2018,22,Finnish
15,Selena Gomez,Back To You,2018,22,English
16,Tippa,Satutat Mua,2018,22,Finnish
17,"Sean Paul, David Guetta",Mad Love (Feat. Becky G),2018,22,English
18,Janieck,Does It Matter,2018,22,English
19,Pyhimys,Jättiläinen (Feat. Aksel Kankaanranta),2018,22,Finnish
20,5 Seconds Of Summer,Youngblood,2018,22,English
1,Adi L Hasla,Kevät (Feat. Pihlaja),2018,23,Finnish
2,Clean Bandit,Solo (Feat. Demi Lovato),2018,23,English
3,Mikael Gabriel,Naapurit Kuulee,2018,23,Finnish
4,Post Malone,Better Now,2018,23,English
5,Antti Tuisku,Kumipuku,2018,23,Finnish
6,"Dua Lipa, Calvin Harris",One Kiss,2018,23,English
7,Haloo Helsinki!,Kaksi Ihmistä,2018,23,Finnish
8,Tungevaag & Raaban,All For Love (Feat. Richard Smitth),2018,23,English
9,Ariana Grande,No Tears Left To Cry,2018,23,English
10,Elastinen,Supervoimii,2018,23,Finnish
11,"David Guetta,sia",Flames,2018,23,English
12,Ellinoora,Bäng Bäng Typerä Sydän (Feat. Eetu),2018,23,Finnish
13,Selena Gomez,Back To You,2018,23,English
14,Mikael Gabriel,Älä Huku Kyyneliin,2018,23,Finnish
15,Alvaro Soler,La Cintura,2018,23,Spanish
16,Reino Nordin,Kuinka Paljon Voi Rakastaa,2018,23,Finnish
17,Nikke Ankara,Rikkinäinen Prinsessa,2018,23,Finnish
18,"Sean Paul, David Guetta",Mad Love (Feat. Becky G),2018,23,English
19,5 Seconds Of Summer,Youngblood,2018,23,English
20,Cledos,"Swipe (Feat. Tippa, Gracias, Md$, Bizi & Mikael Gabriel)",2018,23,Finnish
1,Clean Bandit,Solo (Feat. Demi Lovato),2018,24,English
2,Adi L Hasla,Kevät (Feat. Pihlaja),2018,24,Finnish
3,Post Malone,Better Now,2018,24,English
4,Ellinoora,Bäng Bäng Typerä Sydän (Feat. Eetu),2018,24,Finnish
5,Haloo Helsinki!,Kaksi Ihmistä,2018,24,Finnish
6,Mikael Gabriel,Naapurit Kuulee,2018,24,Finnish
7,"K-391, Julie Bergan, Alan Walker",Ignite (Feat. Seungri),2018,24,English
8,Selena Gomez,Back To You,2018,24,English
9,Elastinen,Supervoimii,2018,24,Finnish
10,"Dua Lipa, Calvin Harris",One Kiss,2018,24,English
11,Tungevaag & Raaban,All For Love (Feat. Richard Smitth),2018,24,English
12,Jenni Vartiainen,Voulez-Vous,2018,24,Finnish
13,Ariana Grande,No Tears Left To Cry,2018,24,English
14,"David Guetta,sia",Flames,2018,24,English
15,Antti Tuisku,Kumipuku,2018,24,Finnish
16,Alvaro Soler,La Cintura,2018,24,Spanish
17,Tippa,Satutat Mua,2018,24,Finnish
